onem2m,oneiota,similarity
ObjectIntersectionOf(<http://w3id.org/saref#Switch> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeActuation> <http://w3id.org/saref#ToggleCommand>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Mass>)),0.21875
ObjectIntersectionOf(<http://w3id.org/saref#Switch> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeActuation> <http://w3id.org/saref#ToggleCommand>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),0.339622642
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Height>)),0.238095238
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Volumetric_flow_rate>)),0.21875
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sampler> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeSampling> ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sampling> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)))),0
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)),0.225
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectIntersectionOf(<http://w3id.org/saref#Command> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/actsOnProperty> <http://w3id.org/saref#State>)))),0
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),<http://www.w3.org/ns/sosa/Sensor>,0.111111111
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#Occupancy>)),0.264705882
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#State>)),0.295081967
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectIntersectionOf(<http://w3id.org/saref#LightingDevice> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)),0.28125
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#MultiLevelState>))),0.324324324
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),0.238095238
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OpenCloseState>)),0.333333333
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#Light>)),0.208333333
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeActuation> <http://w3id.org/saref#ToggleCommand>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#MultiLevelState>))),0.547619048
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#Motion>)),0.238095238
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuation> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#Temperature>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#Temperature>))),0.20754717
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#Energy>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#Power>)),0.225
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#Smoke>)),0.391304348
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectIntersectionOf(<http://w3id.org/saref#Generator> ObjectAllValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectHasValue(<http://www.wurvoc.org/vocabularies/om-1.8/unit_of_measure_or_measurement_scale> <http://w3id.org/saref#watt_hour>))),0.225806452
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)),0.210526316
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/controlsProperty> <http://www.w3.org/2006/time#Interval>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/measuresProperty> <http://www.w3.org/2006/time#Interval>)),0.181818182
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeActuation> ObjectUnionOf(<http://w3id.org/saref#OffCommand> <http://w3id.org/saref#OnCommand>))) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>))),0.5
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeActuation> <http://w3id.org/saref#SetAbsoluteLevelCommand>)),0.34375
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://w3id.org/saref#controlsProperty> <http://www.w3.org/2006/time#Interval>)),0.153846154
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> ObjectIntersectionOf(<http://www.wurvoc.org/vocabularies/om-1.8/Electric_current> ObjectHasValue(<http://www.wurvoc.org/vocabularies/om-1.8/unit_of_measure_or_measurement_scale> <http://w3id.org/saref#ampere>))) ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> ObjectIntersectionOf(<http://www.wurvoc.org/vocabularies/om-1.8/Frequency> ObjectHasValue(<http://www.wurvoc.org/vocabularies/om-1.8/unit_of_measure_or_measurement_scale> <http://www.wurvoc.org/vocabularies/om-1.8/hertz>)))) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> ObjectIntersectionOf(<http://www.wurvoc.org/vocabularies/om-1.8/Electric_current> ObjectHasValue(<http://www.wurvoc.org/vocabularies/om-1.8/unit_of_measure_or_measurement_scale> <http://w3id.org/saref#ampere>))) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> ObjectIntersectionOf(<http://www.wurvoc.org/vocabularies/om-1.8/Frequency> ObjectHasValue(<http://www.wurvoc.org/vocabularies/om-1.8/unit_of_measure_or_measurement_scale> <http://w3id.org/saref#hertz>))) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> ObjectIntersectionOf(<http://www.wurvoc.org/vocabularies/om-1.8/Potential_difference> ObjectHasValue(<http://www.wurvoc.org/vocabularies/om-1.8/unit_of_measure_or_measurement_scale> <http://w3id.org/saref#volt>)))) ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> ObjectIntersectionOf(<http://www.wurvoc.org/vocabularies/om-1.8/Potential_difference> ObjectHasValue(<http://www.wurvoc.org/vocabularies/om-1.8/unit_of_measure_or_measurement_scale> <http://w3id.org/saref#volt>)))),0.150943396
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectIntersectionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectHasValue(<http://www.wurvoc.org/vocabularies/om-1.8/unit_of_measure_or_measurement_scale> <http://www.wurvoc.org/vocabularies/om-1.8/hectopascal>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#Pressure>))),0.27027027
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#Light>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#Light>))),0.224489796
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> ObjectIntersectionOf(<http://www.wurvoc.org/vocabularies/om-1.8/Electric_current> ObjectHasValue(<http://www.wurvoc.org/vocabularies/om-1.8/unit_of_measure_or_measurement_scale> <http://www.wurvoc.org/vocabularies/om-1.8/ampere>)))),0.368421053
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#Humidity>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#Humidity>))),0.229166667
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Colour_temperature>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Colour_temperature>))),0.228571429
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Mass>)),0.21875
ObjectIntersectionOf(<http://w3id.org/saref#EnergyRelated> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>)),0.339622642
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://w3id.org/saref#controlsProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Height>)),0.181818182
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://w3id.org/saref#controlsProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Volumetric_flow_rate>)),0.238095238
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://w3id.org/saref#controlsProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sampler> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeSampling> ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sampling> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)))),0
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://w3id.org/saref#controlsProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)),0.2
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://w3id.org/saref#controlsProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectIntersectionOf(<http://w3id.org/saref#Command> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/actsOnProperty> <http://w3id.org/saref#State>)))),0
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://w3id.org/saref#controlsProperty> <http://www.w3.org/2006/time#Interval>)),<http://www.w3.org/ns/sosa/Sensor>,0.025974026
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://w3id.org/saref#controlsProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#Occupancy>)),0.2
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://w3id.org/saref#controlsProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#State>)),0.1
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://w3id.org/saref#controlsProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://w3id.org/saref#LightingDevice> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)),0.272727273
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://w3id.org/saref#controlsProperty> <http://www.w3.org/2006/time#Interval>)),ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#MultiLevelState>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#MultiLevelState>))),0.161290323
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://w3id.org/saref#controlsProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),0.181818182
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://w3id.org/saref#controlsProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OpenCloseState>)),0.192307692
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://w3id.org/saref#controlsProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#Light>)),0.153846154
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://w3id.org/saref#controlsProperty> <http://www.w3.org/2006/time#Interval>)),ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeActuation> <http://w3id.org/saref#ToggleCommand>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#MultiLevelState>))),0.130434783
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://w3id.org/saref#controlsProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#Motion>)),0.181818182
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://w3id.org/saref#controlsProperty> <http://www.w3.org/2006/time#Interval>)),ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuation> ObjectSomeValuesFrom(<http://www.w3.org/ns/ssn/forProperty> <http://w3id.org/saref#Temperature>)) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#Temperature>))),0.159090909
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://w3id.org/saref#controlsProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#Energy>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#Power>)),0.161290323
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://w3id.org/saref#controlsProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#Smoke>)),0.133333333
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://w3id.org/saref#controlsProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://w3id.org/saref#Generator> ObjectAllValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectHasValue(<http://www.wurvoc.org/vocabularies/om-1.8/unit_of_measure_or_measurement_scale> <http://w3id.org/saref#watt_hour>))),0.315789474
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://w3id.org/saref#controlsProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)),0.222222222
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://w3id.org/saref#controlsProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/controlsProperty> <http://www.w3.org/2006/time#Interval>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/measuresProperty> <http://www.w3.org/2006/time#Interval>)),0.3
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://w3id.org/saref#controlsProperty> <http://www.w3.org/2006/time#Interval>)),ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeActuation> ObjectUnionOf(<http://w3id.org/saref#OffCommand> <http://w3id.org/saref#OnCommand>))) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>))),0.088235294
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://w3id.org/saref#controlsProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeActuation> <http://w3id.org/saref#SetAbsoluteLevelCommand>)),0.2
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://w3id.org/saref#controlsProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://w3id.org/saref#controlsProperty> <http://www.w3.org/2006/time#Interval>)),1
