oneiota,ipso,similarity
ObjectIntersectionOf(<http://w3id.org/saref#Generator> ObjectAllValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectHasValue(<http://www.wurvoc.org/vocabularies/om-1.8/unit_of_measure_or_measurement_scale> <http://w3id.org/saref#watt_hour>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Electric_current>)),0.25
ObjectIntersectionOf(<http://w3id.org/saref#Generator> ObjectAllValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectHasValue(<http://www.wurvoc.org/vocabularies/om-1.8/unit_of_measure_or_measurement_scale> <http://w3id.org/saref#watt_hour>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Frequency>)),0.25
ObjectIntersectionOf(<http://w3id.org/saref#Generator> ObjectAllValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectHasValue(<http://www.wurvoc.org/vocabularies/om-1.8/unit_of_measure_or_measurement_scale> <http://w3id.org/saref#watt_hour>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Acidity>)),0.25
ObjectIntersectionOf(<http://w3id.org/saref#Generator> ObjectAllValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectHasValue(<http://www.wurvoc.org/vocabularies/om-1.8/unit_of_measure_or_measurement_scale> <http://w3id.org/saref#watt_hour>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Number>)),0.25
ObjectIntersectionOf(<http://w3id.org/saref#Generator> ObjectAllValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectHasValue(<http://www.wurvoc.org/vocabularies/om-1.8/unit_of_measure_or_measurement_scale> <http://w3id.org/saref#watt_hour>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Energy>)),0.222222222
ObjectIntersectionOf(<http://w3id.org/saref#Generator> ObjectAllValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectHasValue(<http://www.wurvoc.org/vocabularies/om-1.8/unit_of_measure_or_measurement_scale> <http://w3id.org/saref#watt_hour>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Pressure>)),0.171428571
ObjectIntersectionOf(<http://w3id.org/saref#Generator> ObjectAllValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectHasValue(<http://www.wurvoc.org/vocabularies/om-1.8/unit_of_measure_or_measurement_scale> <http://w3id.org/saref#watt_hour>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Distance>)),0.25
ObjectIntersectionOf(<http://w3id.org/saref#Generator> ObjectAllValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectHasValue(<http://www.wurvoc.org/vocabularies/om-1.8/unit_of_measure_or_measurement_scale> <http://w3id.org/saref#watt_hour>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://org.semanticweb.owlapi/error#Error1>)),0.25
ObjectIntersectionOf(<http://w3id.org/saref#Generator> ObjectAllValuesFrom(<http://www.w3.org/ns/sosa/madeObservation> ObjectHasValue(<http://www.wurvoc.org/vocabularies/om-1.8/unit_of_measure_or_measurement_scale> <http://w3id.org/saref#watt_hour>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Potential_difference>)),0.25
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)),<http://w3id.org/saref#Sensor>,0.060240964
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Light>)),0.285714286
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Amount_of_substance_fraction>)),0.357142857
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)),<http://w3id.org/saref#TemperatureSensor>,0.285714286
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Humidity>)),0.294117647
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Electrical_conductance>)),0.357142857
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)),<http://w3id.org/saref#Switch>,0.236842105
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)),<http://w3id.org/saref#Actuator>,0.209302326
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Power>)),0.322580645
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Time>)),0.322580645
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Sound_power_level>)),0.357142857
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),0.344827586
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Electric_current>)),0.357142857
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Frequency>)),0.357142857
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Acidity>)),0.357142857
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Number>)),0.357142857
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Energy>)),0.322580645
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Pressure>)),0.256410256
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Distance>)),0.357142857
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://org.semanticweb.owlapi/error#Error1>)),0.357142857
ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://www.wurvoc.org/vocabularies/om-1.8/Percentage>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Potential_difference>)),0.357142857
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/controlsProperty> <http://www.w3.org/2006/time#Interval>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/measuresProperty> <http://www.w3.org/2006/time#Interval>)),<http://w3id.org/saref#Sensor>,0.036809816
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/controlsProperty> <http://www.w3.org/2006/time#Interval>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/measuresProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Light>)),0.1875
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/controlsProperty> <http://www.w3.org/2006/time#Interval>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/measuresProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Amount_of_substance_fraction>)),0.24
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/controlsProperty> <http://www.w3.org/2006/time#Interval>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/measuresProperty> <http://www.w3.org/2006/time#Interval>)),<http://w3id.org/saref#TemperatureSensor>,0.1875
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/controlsProperty> <http://www.w3.org/2006/time#Interval>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/measuresProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Humidity>)),0.193548387
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/controlsProperty> <http://www.w3.org/2006/time#Interval>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/measuresProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Electrical_conductance>)),0.24
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/controlsProperty> <http://www.w3.org/2006/time#Interval>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/measuresProperty> <http://www.w3.org/2006/time#Interval>)),<http://w3id.org/saref#Switch>,0.176470588
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/controlsProperty> <http://www.w3.org/2006/time#Interval>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/measuresProperty> <http://www.w3.org/2006/time#Interval>)),<http://w3id.org/saref#Actuator>,0.153846154
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/controlsProperty> <http://www.w3.org/2006/time#Interval>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/measuresProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Power>)),0.214285714
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/controlsProperty> <http://www.w3.org/2006/time#Interval>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/measuresProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Time>)),0.214285714
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/controlsProperty> <http://www.w3.org/2006/time#Interval>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/measuresProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Sound_power_level>)),0.24
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/controlsProperty> <http://www.w3.org/2006/time#Interval>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/measuresProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Acceleration>)),0.230769231
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/controlsProperty> <http://www.w3.org/2006/time#Interval>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/measuresProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Electric_current>)),0.24
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/controlsProperty> <http://www.w3.org/2006/time#Interval>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/measuresProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Frequency>)),0.24
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/controlsProperty> <http://www.w3.org/2006/time#Interval>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/measuresProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Acidity>)),0.24
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/controlsProperty> <http://www.w3.org/2006/time#Interval>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/measuresProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Number>)),0.24
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/controlsProperty> <http://www.w3.org/2006/time#Interval>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/measuresProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Energy>)),0.214285714
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/controlsProperty> <http://www.w3.org/2006/time#Interval>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/measuresProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Pressure>)),0.166666667
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/controlsProperty> <http://www.w3.org/2006/time#Interval>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/measuresProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Distance>)),0.24
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/controlsProperty> <http://www.w3.org/2006/time#Interval>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/measuresProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://org.semanticweb.owlapi/error#Error1>)),0.24
ObjectIntersectionOf(<http://w3id.org/saref#Device> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/controlsProperty> <http://www.w3.org/2006/time#Interval>) ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/measuresProperty> <http://www.w3.org/2006/time#Interval>)),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Potential_difference>)),0.24
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeActuation> ObjectUnionOf(<http://w3id.org/saref#OffCommand> <http://w3id.org/saref#OnCommand>))) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>))),<http://w3id.org/saref#Sensor>,0.205555556
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeActuation> ObjectUnionOf(<http://w3id.org/saref#OffCommand> <http://w3id.org/saref#OnCommand>))) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Light>)),0.264705882
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeActuation> ObjectUnionOf(<http://w3id.org/saref#OffCommand> <http://w3id.org/saref#OnCommand>))) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Amount_of_substance_fraction>)),0.295081967
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeActuation> ObjectUnionOf(<http://w3id.org/saref#OffCommand> <http://w3id.org/saref#OnCommand>))) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>))),<http://w3id.org/saref#TemperatureSensor>,0.28358209
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeActuation> ObjectUnionOf(<http://w3id.org/saref#OffCommand> <http://w3id.org/saref#OnCommand>))) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Humidity>)),0.268656716
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeActuation> ObjectUnionOf(<http://w3id.org/saref#OffCommand> <http://w3id.org/saref#OnCommand>))) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Electrical_conductance>)),0.295081967
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeActuation> ObjectUnionOf(<http://w3id.org/saref#OffCommand> <http://w3id.org/saref#OnCommand>))) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>))),<http://w3id.org/saref#Switch>,0.396825397
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeActuation> ObjectUnionOf(<http://w3id.org/saref#OffCommand> <http://w3id.org/saref#OnCommand>))) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>))),<http://w3id.org/saref#Actuator>,0.476190476
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeActuation> ObjectUnionOf(<http://w3id.org/saref#OffCommand> <http://w3id.org/saref#OnCommand>))) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Power>)),0.28125
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeActuation> ObjectUnionOf(<http://w3id.org/saref#OffCommand> <http://w3id.org/saref#OnCommand>))) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://w3id.org/saref#Time>)),0.28125
ObjectUnionOf(ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Actuator> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/madeActuation> ObjectUnionOf(<http://w3id.org/saref#OffCommand> <http://w3id.org/saref#OnCommand>))) ObjectIntersectionOf(<http://www.w3.org/ns/sosa/Sensor> ObjectSomeValuesFrom(<http://www.w3.org/ns/sosa/observes> <http://w3id.org/saref#OnOffState>))),ObjectIntersectionOf(<http://w3id.org/saref#Sensor> ObjectSomeValuesFrom(<http://w3id.org/saref#measuresProperty> <http://www.wurvoc.org/vocabularies/om-1.8/Sound_power_level>)),0.295081967
